parcel_id,village,district,taluk,digital_block_no,survey_no,subdivision_no,parcel_area_sq_m,parcel_area_ha,land_use,centroid_latitude,centroid_longitude,elevation_m,slope_degree,rainfall_24h_mm,rainfall_7day_mm,flood_depth_m,flood_probability,landslide_probability,distance_to_river_m,distance_to_road_m,population_density_per_sq_km,building_density,soil_moisture_index,risk_score,risk_level,risk_rank_within_village,relocation_screening,recommended_action,hazard_screening_basis,cadastral_status,geometry_status,property_boundary_status,data_status,official_cadastral_boundary,usable_for_prototype,usable_as_legal_land_record
DEMO-04-0025,Kottathara,Wayanad,Vythiri,DEMO-04-09,DEMO-04/373,4,2661.4,0.2661,Plantation,11.6587395,76.1190148,795.1,32.8,36.3,151.2,0.0,0.084,0.517,1805.5,421.8,568.3,0.634,0.57,37.0,MEDIUM,58,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0026,Kottathara,Wayanad,Vythiri,DEMO-04-04,DEMO-04/915,3,1835.2,0.1835,Forest-fringe,11.6597326,76.0912256,783.8,33.6,61.4,288.6,0.7,0.476,0.713,1738.3,1138.2,1535.7,0.026,0.336,53.4,HIGH,208,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0027,Kottathara,Wayanad,Vythiri,DEMO-04-09,DEMO-04/705,4,3214.3,0.3214,Plantation,11.660002,76.0924248,1019.7,26.6,140.2,431.3,1.05,0.614,0.397,1240.3,264.6,463.1,0.478,0.685,50.0,HIGH,182,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0028,Kottathara,Wayanad,Vythiri,DEMO-04-17,DEMO-04/814,9,2361.7,0.2362,Plantation,11.6600244,76.0935165,994.8,7.3,158.5,319.6,0.85,0.625,0.365,1506.3,342.5,839.8,0.479,0.53,43.7,MEDIUM,120,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0029,Kottathara,Wayanad,Vythiri,DEMO-04-15,DEMO-04/580,9,969.0,0.0969,Agriculture,11.6600412,76.0946914,892.5,20.2,50.2,394.5,0.22,0.461,0.337,754.0,770.3,534.1,0.294,0.374,35.4,MEDIUM,43,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0030,Kottathara,Wayanad,Vythiri,DEMO-04-18,DEMO-04/547,6,2473.4,0.2473,Agriculture,11.6601005,76.0955943,893.4,35.6,69.7,337.0,0.56,0.698,0.803,1438.8,408.1,897.6,0.098,0.571,57.3,HIGH,229,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0031,Kottathara,Wayanad,Vythiri,DEMO-04-08,DEMO-04/169,9,6923.2,0.6923,Mixed,11.6601585,76.0970307,680.6,25.0,172.7,116.1,0.61,0.684,0.567,1435.6,380.1,1180.8,0.193,0.882,56.8,HIGH,228,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0032,Kottathara,Wayanad,Vythiri,DEMO-04-16,DEMO-04/154,6,5188.5,0.5188,Forest-fringe,11.660215,76.0979799,952.8,16.3,96.1,552.7,1.02,0.72,0.422,106.4,929.5,353.0,0.181,0.332,46.9,MEDIUM,150,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0033,Kottathara,Wayanad,Vythiri,DEMO-04-10,DEMO-04/89,1,7114.9,0.7115,Plantation,11.6598164,76.0992701,790.5,23.1,45.1,551.3,0.25,0.224,0.354,733.2,1085.4,1140.8,0.108,0.761,35.1,MEDIUM,41,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0034,Kottathara,Wayanad,Vythiri,DEMO-04-07,DEMO-04/14,8,4291.4,0.4291,Residential,11.6601249,76.1002076,813.9,9.9,136.4,285.0,0.46,0.25,0.279,2211.2,597.9,396.5,0.514,0.815,32.2,MEDIUM,25,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0035,Kottathara,Wayanad,Vythiri,DEMO-04-11,DEMO-04/11,5,4064.5,0.4064,Forest-fringe,11.6599827,76.1014184,951.1,6.3,203.3,261.6,0.22,0.637,0.315,2445.8,1177.5,1728.2,0.561,0.762,42.9,MEDIUM,110,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0036,Kottathara,Wayanad,Vythiri,DEMO-04-05,DEMO-04/858,1,4374.1,0.4374,Forest-fringe,11.6599234,76.1027957,708.1,22.8,102.5,219.1,1.14,0.829,0.438,54.9,1060.8,1258.8,0.021,0.34,55.7,HIGH,222,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0037,Kottathara,Wayanad,Vythiri,DEMO-04-05,DEMO-04/812,8,2219.2,0.2219,Agriculture,11.660168,76.1038743,1044.5,36.5,191.5,609.4,0.68,0.385,0.667,395.6,857.9,428.3,0.17,0.303,58.0,HIGH,235,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0038,Kottathara,Wayanad,Vythiri,DEMO-04-16,DEMO-04/369,1,7357.1,0.7357,Plantation,11.6598012,76.1048664,703.6,17.4,96.4,472.9,0.81,0.591,0.519,910.4,223.3,105.0,0.119,0.806,45.6,MEDIUM,134,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0039,Kottathara,Wayanad,Vythiri,DEMO-04-13,DEMO-04/30,7,7208.9,0.7209,Plantation,11.6601989,76.1062809,654.6,18.4,121.1,193.2,0.33,0.319,0.483,1817.5,828.9,895.9,0.08,0.579,40.8,MEDIUM,91,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0040,Kottathara,Wayanad,Vythiri,DEMO-04-18,DEMO-04/689,1,5814.1,0.5814,Agriculture,11.6601155,76.1071703,967.4,27.4,188.5,264.8,0.15,0.41,0.473,1516.7,1086.7,1261.2,0.548,0.527,49.7,MEDIUM,181,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0041,Kottathara,Wayanad,Vythiri,DEMO-04-17,DEMO-04/260,5,3329.0,0.3329,Forest-fringe,11.6602308,76.1084613,651.0,25.5,169.9,482.6,0.0,0.025,0.557,976.7,1025.9,408.8,0.314,0.479,43.4,MEDIUM,114,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0042,Kottathara,Wayanad,Vythiri,DEMO-04-02,DEMO-04/555,8,5794.1,0.5794,Plantation,11.659999,76.1097605,772.4,17.8,88.9,110.2,0.28,0.099,0.537,1412.4,661.7,430.6,0.423,0.693,36.9,MEDIUM,56,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0043,Kottathara,Wayanad,Vythiri,DEMO-04-11,DEMO-04/601,8,3299.4,0.3299,Residential,11.6600416,76.1108056,942.9,36.4,211.0,502.2,0.29,0.308,0.718,2220.3,1137.3,869.7,0.317,0.619,56.1,HIGH,225,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0044,Kottathara,Wayanad,Vythiri,DEMO-04-07,DEMO-04/471,3,5076.5,0.5077,Mixed,11.6599381,76.1118506,966.4,37.4,118.2,215.9,0.46,0.219,0.709,1561.0,833.2,1347.0,0.069,0.649,51.9,HIGH,198,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0045,Kottathara,Wayanad,Vythiri,DEMO-04-05,DEMO-04/707,9,6184.1,0.6184,Plantation,11.6602498,76.1132562,837.0,10.5,73.6,478.6,0.4,0.455,0.386,39.3,996.8,251.0,0.314,0.485,36.7,MEDIUM,55,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0046,Kottathara,Wayanad,Vythiri,DEMO-04-12,DEMO-04/277,1,1897.9,0.1898,Mixed,11.6599352,76.1141838,669.1,8.2,158.6,357.3,0.0,0.17,0.19,1472.6,657.7,1538.8,0.21,0.413,31.6,MEDIUM,21,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0047,Kottathara,Wayanad,Vythiri,DEMO-04-08,DEMO-04/867,3,2402.5,0.2402,Forest-fringe,11.660108,76.1153128,853.0,8.0,189.5,262.3,0.73,0.816,0.16,2324.4,1150.4,1548.6,0.456,0.547,43.9,MEDIUM,121,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0048,Kottathara,Wayanad,Vythiri,DEMO-04-15,DEMO-04/920,4,2416.4,0.2416,Forest-fringe,11.6599965,76.1162796,894.1,33.7,51.0,150.0,0.51,0.292,0.759,2034.6,893.8,1358.4,0.442,0.498,50.4,HIGH,185,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0049,Kottathara,Wayanad,Vythiri,DEMO-04-11,DEMO-04/759,7,1862.0,0.1862,Forest-fringe,11.6599647,76.1178203,985.6,25.4,69.5,264.7,0.72,0.771,0.599,1426.8,290.1,1557.3,0.469,0.642,53.9,HIGH,211,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0050,Kottathara,Wayanad,Vythiri,DEMO-04-15,DEMO-04/331,3,7004.5,0.7004,Plantation,11.6599227,76.1186057,800.9,33.1,95.0,394.8,0.67,0.604,0.599,1406.0,728.1,1735.0,0.528,0.892,57.4,HIGH,230,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0051,Kottathara,Wayanad,Vythiri,DEMO-04-04,DEMO-04/421,5,1599.9,0.16,Agriculture,11.6611403,76.0912216,1020.4,37.2,202.4,614.4,0.0,0.099,0.643,2040.8,733.5,1025.0,0.556,0.332,50.9,HIGH,191,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0052,Kottathara,Wayanad,Vythiri,DEMO-04-02,DEMO-04/448,8,7777.4,0.7777,Forest-fringe,11.6612219,76.0923417,879.0,10.3,192.7,487.6,0.1,0.055,0.22,544.2,401.2,1702.2,0.616,0.664,37.0,MEDIUM,58,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0053,Kottathara,Wayanad,Vythiri,DEMO-04-02,DEMO-04/416,2,3685.5,0.3686,Forest-fringe,11.6613499,76.0937327,673.8,15.8,154.0,369.5,0.0,0.129,0.314,255.7,419.8,1355.0,0.048,0.411,37.5,MEDIUM,65,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0054,Kottathara,Wayanad,Vythiri,DEMO-04-09,DEMO-04/612,8,5989.1,0.5989,Plantation,11.6614566,76.094604,662.5,8.9,108.5,219.2,0.52,0.45,0.399,1901.0,240.7,599.3,0.594,0.538,38.9,MEDIUM,77,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0055,Kottathara,Wayanad,Vythiri,DEMO-04-07,DEMO-04/167,4,3632.1,0.3632,Agriculture,11.6613925,76.0957425,798.3,29.6,37.6,164.9,0.47,0.561,0.565,240.7,922.8,1695.7,0.367,0.332,51.7,HIGH,197,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0056,Kottathara,Wayanad,Vythiri,DEMO-04-08,DEMO-04/567,6,6116.1,0.6116,Residential,11.6611785,76.0970853,942.8,5.9,216.8,614.4,0.0,0.12,0.249,2007.1,895.6,945.6,0.55,0.859,32.1,MEDIUM,24,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0057,Kottathara,Wayanad,Vythiri,DEMO-04-14,DEMO-04/299,9,3751.3,0.3751,Agriculture,11.6611953,76.0981309,693.3,32.2,135.8,532.3,0.51,0.386,0.651,81.2,192.0,291.1,0.379,0.425,55.2,HIGH,218,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0058,Kottathara,Wayanad,Vythiri,DEMO-04-04,DEMO-04/265,8,6148.3,0.6148,Plantation,11.6611133,76.0990165,1041.2,20.5,217.6,470.5,0.41,0.558,0.416,1768.9,737.8,551.0,0.56,0.489,48.2,MEDIUM,162,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0059,Kottathara,Wayanad,Vythiri,DEMO-04-16,DEMO-04/60,1,1641.7,0.1642,Mixed,11.6611263,76.1004323,660.2,33.1,53.8,515.8,0.79,0.46,0.512,1533.3,919.9,951.8,0.37,0.562,49.0,MEDIUM,172,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0060,Kottathara,Wayanad,Vythiri,DEMO-04-18,DEMO-04/577,3,6321.7,0.6322,Mixed,11.6615323,76.1013827,927.9,8.0,83.0,405.2,0.37,0.248,0.3,2076.6,871.1,329.9,0.195,0.693,26.3,MEDIUM,8,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0061,Kottathara,Wayanad,Vythiri,DEMO-04-17,DEMO-04/247,3,6990.6,0.6991,Forest-fringe,11.6613827,76.1026819,854.8,10.2,134.5,540.5,0.27,0.258,0.432,2325.8,449.0,353.7,0.158,0.373,32.9,MEDIUM,29,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0062,Kottathara,Wayanad,Vythiri,DEMO-04-04,DEMO-04/91,6,6435.6,0.6436,Plantation,11.6614452,76.1040315,1009.1,23.0,93.7,435.9,0.09,0.245,0.344,1529.8,897.7,1681.3,0.223,0.373,36.3,MEDIUM,52,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0063,Kottathara,Wayanad,Vythiri,DEMO-04-08,DEMO-04/27,9,5417.7,0.5418,Agriculture,11.6615316,76.1052356,936.6,11.0,202.9,226.1,0.54,0.108,0.451,2092.9,754.3,688.3,0.063,0.655,37.7,MEDIUM,68,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0064,Kottathara,Wayanad,Vythiri,DEMO-04-20,DEMO-04/640,3,7861.9,0.7862,Forest-fringe,11.6614576,76.1059563,1001.2,31.7,63.1,377.8,0.87,0.671,0.708,1398.9,292.3,924.6,0.308,0.35,55.1,HIGH,216,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0065,Kottathara,Wayanad,Vythiri,DEMO-04-02,DEMO-04/983,9,6185.4,0.6185,Residential,11.6610425,76.1071554,901.9,32.6,123.0,525.4,0.92,0.583,0.499,125.1,1076.2,600.9,0.355,0.488,55.2,HIGH,218,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-04-0066,Kottathara,Wayanad,Vythiri,DEMO-04-04,DEMO-04/379,4,2275.6,0.2276,Mixed,11.6613408,76.1082055,782.8,16.6,186.0,532.1,0.58,0.507,0.371,2037.3,651.8,742.0,0.042,0.346,43.4,MEDIUM,114,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
